646712716523122688;The Gloucester Rugby Fan App is the best way to keep up to date with the club. Coming soon for iOS & Android!;@nicebro1 We're really pleased you're following us. Did you know we have a Facebook page too? http://t.co/OADp1zftmy;Wed Sep 23 17:48:21 CEST 2015;rugby;-1
646712713461284864;Breaking sports stories from the EWN Sport desk with some live commentary on rugby, football, cricket, golf, tennis and more. Mail us on ewnsport@ewn.co.za;Take a look at some of our favourited inspired and moving #RWC2015 ads. Are there any you think we missed? http://t.co/O4G6hEAXHg;Wed Sep 23 17:48:20 CEST 2015;rugby;-1
646712713444487168;The Cape's No.1 News and Talk Station;Take a look at some of our favourited inspired and moving #RWC2015 ads. Are there any you think we missed? http://t.co/xRI7JvCJGT;Wed Sep 23 17:48:20 CEST 2015;rugby;-1
646713771344445441;Runner, ex rugby player, hard working fitness freak. Too honest sometimes and the butt of jokes from my wife and 4 adult children. views I express are my own.;RT @SWP_Roads: Eastern RPU providing escort to the Australian Rugby team. #rwc2015 #aus http://t.co/i7Nboicl7I;Wed Sep 23 17:52:33 CEST 2015;rugby;-1
646713771100995584;;RT @BBCSport: FT #SCO 45-10 #JPN  Scotland score five second-half tries in their #RWC2015 opener  http://t.co/voZGcSc4YE #bbcrugby http://t…;Wed Sep 23 17:52:33 CEST 2015;rugby;-1
646713769612062720;;RT @MilkItGB: RT & FOLLOW to #WIN a Milk It tee & #RWC2015 ball! #comp ends 24th Sept 5pm T&Cs http://t.co/3ikSbZK2WH http://t.co/eskFVZ3oY7;Wed Sep 23 17:52:32 CEST 2015;rugby;-1
646713769444245506;Steven Gerrard , Lionel Messi , Marco Reus , Liverpool Fc , Fc Barcelona , Borussia Dortmund , 内田 篤人 , 山下 智久 , 山田 涼介 , Roger federer , Yaya urassaya;นอนดู Rugby world cup 2015;Wed Sep 23 17:52:32 CEST 2015;rugby;-1
646713768379068416;I love Jesus,His Church & Opus Dei.I love the Holy Land.I love Romani & gypsies people & their culture.Rugby united & Music lover.Communism&Nazi hater!;RT @ZebreRugby: #IoCiSono il video reportage del 1° torneo di #rugby integrato promosso dalla Onlus #SostegnoOvale a Colorno https://t.co/F…;Wed Sep 23 17:52:32 CEST 2015;rugby;-1
646713768358080512;Offers & all the latest news from all the major sporting events around the world,football,darts,rugby,cricket,snooker,F1,boxing,etc;RT @TelegraphSport: Who made @MickClearyTel's all-time #England and #Wales XV?  http://t.co/ApNQUKuzbn http://t.co/DlG7ZtLJBm;Wed Sep 23 17:52:32 CEST 2015;rugby;-1
646713767666057216;;RT @MilkItGB: #WIN a #RWC2015 ball & Milk It Tee! Follow & RT to enter. Full T&Cs here: http://t.co/FgZSr8BL7O #comp http://t.co/4qk286nyE6;Wed Sep 23 17:52:32 CEST 2015;rugby;-1
646713761730924544;;RT @rugbyworldcup: MATT'S BACK! @giteau_rugby plays his first #RWC match in 8 years today #AUSvFJI #RWC2015 http://t.co/p0N9rr6Ss7;Wed Sep 23 17:52:30 CEST 2015;rugby;-1
646713760405712896;;Cheers! http://t.co/ElQkg3Qtej;Wed Sep 23 17:52:30 CEST 2015;rugby;-1
646713755871670272;Mike Devereux | Mícheál Déabhrús.       Interpreting, imaging, writing about place. Senior Lecturer, Dept of Architecture,  UWE, Bristol.  Swimmer;@EmilyCoyte no one understands #rugby but it's a polite excuse for a drink...;Wed Sep 23 17:52:29 CEST 2015;rugby;-1
646713751014666240;50+HDTV's|XBoxes|PS3s|Pool|Darts|FoosballDJs|VIP area|Great food|Book a table or booth or VIP Bar. FREE WiFi 02082906200;Here's the #RugbyWorldCup fixtures, join us to watch them all! #RWC2015 http://t.co/A8KB5w6U7S #Bromley #Rugby #Sports #Bar #BeckBromFL;Wed Sep 23 17:52:28 CEST 2015;rugby;-1
646713750586834944;;RT @SkySportsRugby: FT: Scotland 45-10 Japan. More here: http://t.co/VcoMbvKbe6 http://t.co/EfjZUX94XB;Wed Sep 23 17:52:28 CEST 2015;rugby;-1
646713750347759617;I need no intro, my life is based on a true story. I'm a brand, gig guru, xeleb and entrepreneur; you may know my name, not my story...;Home just in time for the rugby... #AUSvFJI #RWC2015;Wed Sep 23 17:52:28 CEST 2015;rugby;-1
646713749949300736;Pigiste @Eurosport_FR / Vamos Pablito Aimar, que la gloria volvera, como Kempes y El Piojo, otro pibe inmortal  Sub-editor for @RugbyWorldCupFR  @InfostradaLive;RT @rugbyworldcup: MATT'S BACK! @giteau_rugby plays his first #RWC match in 8 years today #AUSvFJI #RWC2015 http://t.co/p0N9rr6Ss7;Wed Sep 23 17:52:28 CEST 2015;rugby;-1
646713749466972160;Pet robotic experiment. Tweets things lots of people are looking at from the @guardian.;Australia v Fiji: Rugby World Cup 2015 – live! http://t.co/PoszMKjK9S;Wed Sep 23 17:52:27 CEST 2015;rugby;-1
646713746035896320;ラグビー好きな人がどんどん増えますように☪⑅˚2015年イングランド→2019年RWC日本開催;RT @try0727: たぶんラグビーしてない人は南アフリカに勝ったのはまぐれやねって言うかもしれんけど、ラグビーっていうスポーツはまぐれで勝てるほどあまくないからな;Wed Sep 23 17:52:27 CEST 2015;rugby;-1
646713745029378048;19, Dancer at UoN;Freshers flu isn't all bad, get to watch the rugby 👌🏻😜😍;Wed Sep 23 17:52:26 CEST 2015;rugby;-1
646713741564903424;Conseiller Régional Jeune @CRJIDF. Membre @partisocialiste et @JeunesSocialist. Porte Parole de l'@unlparis75.;RT @claudebartolone: La coupe du monde de rugby commence ce soir pour la @FFRugby ! Portez haut les valeurs du rugby, portez haut nos coule…;Wed Sep 23 17:52:26 CEST 2015;rugby;-1
646713739358642176;Official twitter account of RFU Championship side Nottingham Rugby #greenNwhites;Corporate Player Sponsorship Still Available - http://t.co/BJC3Y37FDL #GreenNWhites #Nottingham #Rugby #NRFC http://t.co/ORGoTVpYSJ;Wed Sep 23 17:52:25 CEST 2015;rugby;-1
646713737173442561;Hotmail, Entertainment, News, Sport, Lifestyle and Games at MSN Ireland.;Follow #AUSvFJI at the #RWC2015 on MSN. http://t.co/u786jIb8D8 http://t.co/Zjyygvkac2;Wed Sep 23 17:52:24 CEST 2015;rugby;-1
646713734669406208;Ph.D. in national security strategy and interests in all things leadership & ethics. Proud to have served 25 Years in the US Air Force.;Rugby: Wallabies embark on quest for British World Cup hat-trick http://t.co/yqujiDFr8Q #civil_vision;Wed Sep 23 17:52:24 CEST 2015;rugby;-1
646713734153523200;;RT @breakingnewsie: Did you hear the one about Dev and Michael Collins at the rugby? http://t.co/FH8Wuf0MNa #RWC2015 http://t.co/SwnfjoZqkQ;Wed Sep 23 17:52:24 CEST 2015;rugby;-1
646713733465665540;President Global Marketing @Blippar;Wunderman - The Rugby World Cup – brands, fans and all things tech (including @blippar !): http://t.co/8f3Zl5VVwm;Wed Sep 23 17:52:24 CEST 2015;rugby;-1
646713732995903488;;Great to see @giteau_rugby back playing at the world cup. #TopPlayer;Wed Sep 23 17:52:23 CEST 2015;rugby;-1
646713731972472832;Daily fitness tips and motivation to help;.: Details Regarding The Raleigh Youth Rugby http://t.co/Zyy8vrt2XZ;Wed Sep 23 17:52:23 CEST 2015;rugby;-1
646713730412232705;The best Sports, Bingo, Casino & Slot bonus aggregator for online gambling. Real-time bonus deals before anyone else! Visit - http://t.co/xWPL3UtUXU;From one massive game to another.  Join us for #AUS V #FJI at the Millennium Stadium http://t.co/8AcJLoHKfh #RWC… http://t.co/bsrhM4I9fZ;Wed Sep 23 17:52:23 CEST 2015;rugby;-1
646713730122817536;moymoy et fiere de l'etre ✌ ️ play rugby / rugbywoman | team FAR rugby a 7 / aupa Bo /;@NiallOfficial    Hi Niall we really wants to know who is your favourite French rugby player158;Wed Sep 23 17:52:23 CEST 2015;rugby;-1
646713727555891200;Je Tweete #RWC2015 #soutienslexv #FrenchTech #SocialMedia #Innovation #Digital #Numerique Expert #ReseauxSociaux [ⓂMentor #startups pour @OrangeFabFr #France];#Rugby Tous sur  #Twitter " Avec @FFRugby #soutienslexv #RWC2015 🏉  #ROUvFRA @RugbyRomania  #RugbyRomania  https://t.co/7pd9O2jOj5;Wed Sep 23 17:52:22 CEST 2015;rugby;-1
646713726717022209;Leveling Bas and Mark;RT @reddevil7227: Waardeloos @RTL7 probeer via de livestream rugby te kijken. Heb er Nb 4,- voor betaald. Werkt voor geen meter.;Wed Sep 23 17:52:22 CEST 2015;rugby;-1
646713725639086080;J'aime Nicolas Sarkozy ❤  Le Rugby et les Rugbymans ❤ et surtout Rémi  :-)  et Yannick ❤  Je déteste le mensonge et les faux cul !!! Suivie par @NicolasSarkozy;RT @NationRugby: Rugby - E21 - Bleus - L'Equipe Enquête : 1987, la folle aventure http://t.co/nuE3q1388k http://t.co/dIoKitLG4w;Wed Sep 23 17:52:22 CEST 2015;rugby;-1
646713725399896064;;RT @BBCSport: From one massive game to another.  Join us for #AUS V #FJI at the Millennium Stadium http://t.co/7xgicVGKXv #RWC2015 http://t…;Wed Sep 23 17:52:22 CEST 2015;rugby;-1
646713724993048576;;Rugby time 🏈;Wed Sep 23 17:52:22 CEST 2015;rugby;-1
646713724947054592;No a la Violencia en Palestina, No a la ocupación Israelí de territorio Palestino, No al mal trato animal;RT @MARCOANTONIOAH: Pizarro fue aprender más de rugby para poder implementar esta actividad deportiva en la zona afectada por el tsunami ht…;Wed Sep 23 17:52:22 CEST 2015;rugby;-1
646713722413686784;All the latest sports news, updates and opinions from the @Daily_Record;Scotland 45 Japan 10: Read about the Scot's triumphant win in our match report.  http://t.co/xYNfDmKelf http://t.co/RpzC4JEABd;Wed Sep 23 17:52:21 CEST 2015;rugby;-1
646713719691587584;Hey;RT @SportActualites: Rugby - CM - A Gloucester, l'Ecosse pulvérise le Japon http://t.co/CkI5zo5cmh http://t.co/Nyx7JAS9mQ;Wed Sep 23 17:52:20 CEST 2015;rugby;-1
