666256299504611328;Philippe Parrot;# d'une #ère sur la plage URL #ésie #ème # # # # # # ;Mon Nov 16 15:07:34 CET 2015;amour;1
666256246295654400;Terrafemina;11 raisons de dire à nos proches qu'on les aime URL # URL ;Mon Nov 16 15:07:22 CET 2015;amour;2
666256222224580610;Nicko;L'amour est aveugle mais goumin est ophtalmologue ???? ;Mon Nov 16 15:07:16 CET 2015;amour;1
666256166528409601;prayingfromparis;Victor il est trop kiki d'amour @ ;Mon Nov 16 15:07:03 CET 2015;amour;1
666256158445973505;k ????? ?;ooh de rien mon amour?? ;Mon Nov 16 15:07:01 CET 2015;amour;1
666256150300655616;Alain Delannoy;Dieu est amour comme celui de l’Etat islamique et non les barbares de Daesh ,  dixit Hollande .  par Jean-Paul Brighelli URL ;Mon Nov 16 15:06:59 CET 2015;amour;2
666256119686430721;saulo;Un terroriste de Daech abandonne le Djihad après avoir été témoin de « l’amour des chrétiens » By @ URL ;Mon Nov 16 15:06:52 CET 2015;amour;1
666256115596939265;Caroline Jaeger;@ @ # Comment l'oublier  ?  #àVoilà # ;Mon Nov 16 15:06:51 CET 2015;amour;1
666256081698594816;Martine Marc;Très émouvant ,  dur ,  mais à lire  !  # # via @  URL ;Mon Nov 16 15:06:42 CET 2015;amour;1
666256016250679297;???????;Surdose d'amour pour Degrad .  ;Mon Nov 16 15:06:27 CET 2015;amour;1
666256013960564736;Webmag.TV;Rencontre avec Cécilia et Thierry à la @édieBastille # URL @ @ @ ;Mon Nov 16 15:06:26 CET 2015;amour;1
666255997963513856;C00KIES;J'aime trop Gwen  ,  je pourrai lui faire l'amour toute la nuit  !  ;Mon Nov 16 15:06:23 CET 2015;amour;2
666255977931341824;Martin;L'amour est dans le pré ,  seconde chance  :   " Il y aura un vrai coup de foudre "  URL URL ;Mon Nov 16 15:06:18 CET 2015;amour;1
666255956720943104;Guy DELCOURT;Bien arrivé mon loulou d amour Je tm  Tiens moi au courant URL ;Mon Nov 16 15:06:13 CET 2015;amour;2
666255943613743105;BRIIGITTE ????;Notre amour ai précieux ??? URL ;Mon Nov 16 15:06:10 CET 2015;amour;2
